,threshold,Seen Cell True Prediction,Unseen Cell Assignment,Method
0,0.0,0.0,0.0,PoLIE
1,0.01,0.0,0.0,PoLIE
2,0.02,8.026970621287526e-05,0.0,PoLIE
3,0.03,0.007304543265371648,0.00024703557312252963,PoLIE
4,0.04,0.03820838015732862,0.0029644268774703555,PoLIE
5,0.05,0.08776689677315781,0.007905138339920948,PoLIE
6,0.06,0.14156365387702682,0.023468379446640316,PoLIE
7,0.07,0.1925349173222026,0.04940711462450593,PoLIE
8,0.08,0.2368759030341949,0.08769762845849802,PoLIE
9,0.09,0.27518863380960024,0.13957509881422925,PoLIE
10,0.1,0.3066864665275325,0.1966403162055336,PoLIE
11,0.11,0.33483705249638784,0.25,PoLIE
12,0.12,0.36135816342912186,0.30854743083003955,PoLIE
13,0.13,0.3859768823246107,0.3601778656126482,PoLIE
14,0.14,0.41096484186867877,0.4058794466403162,PoLIE
15,0.15,0.43620163750200674,0.441699604743083,PoLIE
16,0.16,0.462144806550008,0.4760375494071146,PoLIE
17,0.17,0.48825654198105634,0.5044466403162056,PoLIE
18,0.18,0.5143281425589983,0.5271739130434783,PoLIE
19,0.19,0.5390431851019425,0.549901185770751,PoLIE
20,0.2,0.5619120244019907,0.5718873517786561,PoLIE
21,0.21,0.5830470380478407,0.592391304347826,PoLIE
22,0.22,0.6024963878632205,0.6054841897233202,PoLIE
23,0.23,0.6202038850537807,0.6200592885375494,PoLIE
24,0.24,0.6352223470862096,0.6316699604743083,PoLIE
25,0.25,0.6492855996147054,0.6432806324110671,PoLIE
26,0.26,0.6619922941082036,0.6583498023715415,PoLIE
27,0.27,0.6739043185101943,0.6692193675889329,PoLIE
28,0.28,0.6849414031144646,0.6798418972332015,PoLIE
29,0.29,0.6943249317707497,0.6850296442687747,PoLIE
30,0.3,0.7030984106598169,0.6924407114624506,PoLIE
31,0.31,0.7110611655161342,0.7010869565217391,PoLIE
32,0.32,0.7183657087815059,0.7092391304347826,PoLIE
33,0.33,0.7249076898378551,0.7151679841897233,PoLIE
34,0.34,0.731353347246749,0.7213438735177866,PoLIE
35,0.35000000000000003,0.7371969818590464,0.7257905138339921,PoLIE
36,0.36,0.7425830791459304,0.7299901185770751,PoLIE
37,0.37,0.7476721785198266,0.7359189723320159,PoLIE
38,0.38,0.7528254936586932,0.7435770750988142,PoLIE
39,0.39,0.757256381441644,0.7485177865612648,PoLIE
40,0.4,0.7619280783432333,0.7544466403162056,PoLIE
41,0.41000000000000003,0.7665516134210949,0.763092885375494,PoLIE
42,0.42,0.7704125862899341,0.7682806324110671,PoLIE
43,0.43,0.7741451276288329,0.7724802371541502,PoLIE
44,0.44,0.7772114304061647,0.7791501976284585,PoLIE
45,0.45,0.7799406004174024,0.7840909090909091,PoLIE
46,0.46,0.7825172579868358,0.7892786561264822,PoLIE
47,0.47000000000000003,0.7848852143201156,0.7924901185770751,PoLIE
48,0.48,0.7869722266816503,0.7971837944664032,PoLIE
49,0.49,0.7887461871889548,0.8013833992094862,PoLIE
50,0.5,0.790367635254455,0.8045948616600791,PoLIE
51,0.51,0.7919890833199551,0.8090415019762845,PoLIE
52,0.52,0.7933697222668165,0.8142292490118577,PoLIE
53,0.53,0.7947423342430566,0.820899209486166,PoLIE
54,0.54,0.7959624337774924,0.825592885375494,PoLIE
55,0.55,0.7971022636057152,0.8320158102766798,PoLIE
56,0.56,0.7981939316102103,0.8367094861660079,PoLIE
57,0.5700000000000001,0.799245464761599,0.8401679841897233,PoLIE
58,0.58,0.8002889709423664,0.8441205533596838,PoLIE
59,0.59,0.8013324771231337,0.8473320158102767,PoLIE
60,0.6,0.8022395248033393,0.8515316205533597,PoLIE
61,0.61,0.8030823567185744,0.8557312252964426,PoLIE
62,0.62,0.8040696741049927,0.8584486166007905,PoLIE
63,0.63,0.8049446139027131,0.8633893280632411,PoLIE
64,0.64,0.8057071761117355,0.866106719367589,PoLIE
65,0.65,0.8064617113501364,0.8690711462450593,PoLIE
66,0.66,0.8071841387060523,0.8722826086956522,PoLIE
67,0.67,0.8078985390913469,0.8772233201581028,PoLIE
68,0.68,0.8085808315941564,0.8801877470355731,PoLIE
69,0.6900000000000001,0.8093273398619361,0.8829051383399209,PoLIE
70,0.7000000000000001,0.8098490929523198,0.8848814229249012,PoLIE
71,0.71,0.8105474393963719,0.8895750988142292,PoLIE
72,0.72,0.8112618397816664,0.8915513833992095,PoLIE
73,0.73,0.8119441322844758,0.8942687747035574,PoLIE
74,0.74,0.8125220741692085,0.8974802371541502,PoLIE
75,0.75,0.8131000160539412,0.9009387351778656,PoLIE
76,0.76,0.8137261197624017,0.9026679841897233,PoLIE
77,0.77,0.8143361695296195,0.9056324110671937,PoLIE
78,0.78,0.8148097607962755,0.908102766798419,PoLIE
79,0.79,0.8153475678279017,0.9105731225296443,PoLIE
80,0.8,0.8158612939476642,0.9140316205533597,PoLIE
81,0.81,0.816246588537486,0.9162549407114624,PoLIE
82,0.8200000000000001,0.8167683416278696,0.9204545454545454,PoLIE
83,0.8300000000000001,0.8172740407770107,0.9231719367588933,PoLIE
84,0.84,0.8176994702199389,0.9258893280632411,PoLIE
85,0.85,0.8181008187510034,0.929100790513834,PoLIE
86,0.86,0.818510194252689,0.9305830039525692,PoLIE
87,0.87,0.8188874618718895,0.9323122529644269,PoLIE
88,0.88,0.8192486755498475,0.9342885375494071,PoLIE
89,0.89,0.8195617274040777,0.9372529644268774,PoLIE
90,0.9,0.8198346444052015,0.9392292490118577,PoLIE
91,0.91,0.8201798041419168,0.9404644268774703,PoLIE
92,0.92,0.8204446941724193,0.9407114624505929,PoLIE
93,0.93,0.8207336651147856,0.9414525691699605,PoLIE
94,0.9400000000000001,0.821022636057152,0.9424407114624506,PoLIE
95,0.9500000000000001,0.8211992294108204,0.9429347826086957,PoLIE
96,0.96,0.8214320115588377,0.9431818181818182,PoLIE
97,0.97,0.8216647937068551,0.9436758893280632,PoLIE
98,0.98,0.8219216567667362,0.9439229249011858,PoLIE
99,0.99,0.8220741692085407,0.9446640316205533,PoLIE
100,1.0,0.8222989243859368,0.9451581027667985,PoLIE
101,1.01,0.8224273559158773,0.9454051383399209,PoLIE
102,1.02,0.8226039492695457,0.9454051383399209,PoLIE
103,1.03,0.8227885695938353,0.9454051383399209,PoLIE
104,1.04,0.8229651629475037,0.9456521739130435,PoLIE
105,1.05,0.8231417563011719,0.9461462450592886,PoLIE
106,1.06,0.8232942687429764,0.9466403162055336,PoLIE
107,1.07,0.8233986193610532,0.9468873517786561,PoLIE
108,1.08,0.8234949430085086,0.9471343873517787,PoLIE
109,1.09,0.8235992936265853,0.9476284584980237,PoLIE
110,1.1,0.8237518060683898,0.9481225296442688,PoLIE
111,1.11,0.8238561566864665,0.9483695652173914,PoLIE
112,1.12,0.8239685342751646,0.9483695652173914,PoLIE
113,1.1300000000000001,0.8240809118638626,0.9486166007905138,PoLIE
114,1.1400000000000001,0.8241852624819394,0.9486166007905138,PoLIE
115,1.1500000000000001,0.8243136940118799,0.9488636363636364,PoLIE
116,1.16,0.8243779097768502,0.9488636363636364,PoLIE
117,1.17,0.8244581794830631,0.9491106719367589,PoLIE
118,1.18,0.824538449189276,0.9496047430830039,PoLIE
119,1.19,0.8246588537485953,0.9498517786561265,PoLIE
120,1.2,0.8247792583079145,0.950098814229249,PoLIE
121,1.21,0.8248916358966126,0.950098814229249,PoLIE
122,1.22,0.8249397977203403,0.9503458498023716,PoLIE
123,1.23,0.8250361213677958,0.9508399209486166,PoLIE
124,1.24,0.8251645528977364,0.9510869565217391,PoLIE
125,1.25,0.8251966607802216,0.9510869565217391,PoLIE
126,1.26,0.8253170653395409,0.9510869565217391,PoLIE
127,1.27,0.8253732541338898,0.9510869565217391,PoLIE
128,1.28,0.8254374698988601,0.9510869565217391,PoLIE
129,1.29,0.8255016856638304,0.9510869565217391,PoLIE
130,1.3,0.8255659014288008,0.9513339920948617,PoLIE
131,1.31,0.8256220902231498,0.9513339920948617,PoLIE
132,1.32,0.8256702520468775,0.9513339920948617,PoLIE
133,1.33,0.8257585487237117,0.9513339920948617,PoLIE
134,1.34,0.8258628993417884,0.9513339920948617,PoLIE
135,1.35,0.8259271151067588,0.9515810276679841,PoLIE
136,1.36,0.8259833039011077,0.9515810276679841,PoLIE
137,1.37,0.8260876545191844,0.9518280632411067,PoLIE
138,1.3800000000000001,0.8261358163429122,0.9520750988142292,PoLIE
139,1.3900000000000001,0.8261679242253973,0.9520750988142292,PoLIE
140,1.4000000000000001,0.8262883287847167,0.9520750988142292,PoLIE
141,1.41,0.8263204366672018,0.9520750988142292,PoLIE
142,1.42,0.8263685984909295,0.9523221343873518,PoLIE
143,1.43,0.8264007063734147,0.9523221343873518,PoLIE
144,1.44,0.8264729491090063,0.9525691699604744,PoLIE
145,1.45,0.8265371648739765,0.9528162055335968,PoLIE
146,1.46,0.8265853266977042,0.9530632411067194,PoLIE
147,1.47,0.8266415154920533,0.9533102766798419,PoLIE
148,1.48,0.8267217851982662,0.9538043478260869,PoLIE
149,1.49,0.8267779739926152,0.9538043478260869,PoLIE
150,1.5,0.8268261358163429,0.9538043478260869,PoLIE
151,1.51,0.8268662706694494,0.9540513833992095,PoLIE
152,1.52,0.8269064055225558,0.954298418972332,PoLIE
153,1.53,0.8269224594637984,0.954298418972332,PoLIE
154,1.54,0.8269706212875261,0.954792490118577,PoLIE
155,1.55,0.8269866752287687,0.954792490118577,PoLIE
156,1.56,0.8270107561406326,0.954792490118577,PoLIE
157,1.57,0.827050890993739,0.954792490118577,PoLIE
158,1.58,0.8270829988762242,0.9550395256916996,PoLIE
159,1.59,0.8270910258468454,0.9555335968379447,PoLIE
160,1.6,0.8271151067587093,0.9555335968379447,PoLIE
161,1.61,0.8271151067587093,0.9555335968379447,PoLIE
162,1.62,0.8271552416118158,0.9567687747035574,PoLIE
163,1.6300000000000001,0.8271873494943008,0.9570158102766798,PoLIE
164,1.6400000000000001,0.827219457376786,0.9570158102766798,PoLIE
165,1.6500000000000001,0.8272435382886498,0.9575098814229249,PoLIE
166,1.6600000000000001,0.8272676192005137,0.9582509881422925,PoLIE
167,1.67,0.8272917001123776,0.9594861660079052,PoLIE
168,1.68,0.8273238079948627,0.9607213438735178,PoLIE
169,1.69,0.8273559158773479,0.9614624505928854,PoLIE
170,1.7,0.8273719698185905,0.962697628458498,PoLIE
171,1.71,0.827388023759833,0.9641798418972332,PoLIE
172,1.72,0.827388023759833,0.9654150197628458,PoLIE
173,1.73,0.827388023759833,0.9666501976284585,PoLIE
174,1.74,0.8273960507304543,0.9678853754940712,PoLIE
175,1.75,0.8274040777010756,0.9698616600790514,PoLIE
176,1.76,0.8274201316423182,0.9715909090909091,PoLIE
177,1.77,0.8274442125541821,0.9728260869565217,PoLIE
178,1.78,0.8274522395248033,0.974802371541502,PoLIE
179,1.79,0.8274602664954246,0.9765316205533597,PoLIE
180,1.8,0.8274923743779098,0.9770256916996047,PoLIE
181,1.81,0.8275164552897737,0.9777667984189723,PoLIE
182,1.82,0.8275325092310162,0.9787549407114624,PoLIE
183,1.83,0.8275485631722588,0.9797430830039525,PoLIE
184,1.84,0.8275726440841227,0.9812252964426877,PoLIE
185,1.85,0.827580671054744,0.9814723320158103,PoLIE
186,1.86,0.8275886980253653,0.982707509881423,PoLIE
187,1.87,0.8275886980253653,0.9839426877470355,PoLIE
188,1.8800000000000001,0.8275967249959865,0.9849308300395256,PoLIE
189,1.8900000000000001,0.8276047519666078,0.9859189723320159,PoLIE
190,1.9000000000000001,0.8276208059078504,0.986907114624506,PoLIE
191,1.9100000000000001,0.8276208059078504,0.9881422924901185,PoLIE
192,1.92,0.8276208059078504,0.9883893280632411,PoLIE
193,1.93,0.8276208059078504,0.9886363636363636,PoLIE
194,1.94,0.8276208059078504,0.9896245059288538,PoLIE
195,1.95,0.827636859849093,0.9901185770750988,PoLIE
196,1.96,0.8276448868197143,0.9903656126482213,PoLIE
197,1.97,0.8276609407609569,0.9906126482213439,PoLIE
198,1.98,0.8276609407609569,0.9908596837944664,PoLIE
199,1.99,0.827668967731578,0.9908596837944664,PoLIE
200,0.0,0.0,0.0,PoLIE - KNN
201,0.01,0.509214962273238,0.4691205533596838,PoLIE - KNN
202,0.02,0.5419489484668486,0.5135869565217391,PoLIE - KNN
203,0.03,0.5748033392197784,0.5694169960474308,PoLIE - KNN
204,0.04,0.5925991330871729,0.5933794466403162,PoLIE - KNN
205,0.05,0.6116631883127308,0.6232707509881423,PoLIE - KNN
206,0.06,0.6184861133408251,0.6324110671936759,PoLIE - KNN
207,0.07,0.63690801091668,0.6600790513833992,PoLIE - KNN
208,0.08,0.6438914753572001,0.6709486166007905,PoLIE - KNN
209,0.09,0.6563493337614384,0.6912055335968379,PoLIE - KNN
210,0.1,0.6615347567827902,0.700098814229249,PoLIE - KNN
211,0.11,0.6722106277091026,0.7159090909090909,PoLIE - KNN
212,0.12,0.6762401669609889,0.7220849802371542,PoLIE - KNN
213,0.13,0.6856718574410018,0.7364130434782609,PoLIE - KNN
214,0.14,0.6920051372611976,0.7490118577075099,PoLIE - KNN
215,0.15,0.6976561245785841,0.7566699604743083,PoLIE - KNN
216,0.16,0.7029539251886338,0.762598814229249,PoLIE - KNN
217,0.17,0.7085808315941564,0.7685276679841897,PoLIE - KNN
218,0.18,0.7128993417884091,0.7742094861660079,PoLIE - KNN
219,0.19,0.7187510033713277,0.7813735177865613,PoLIE - KNN
220,0.2,0.723422700272917,0.7892786561264822,PoLIE - KNN
221,0.21,0.7276208059078504,0.7986660079051383,PoLIE - KNN
222,0.22,0.73048643441965,0.803606719367589,PoLIE - KNN
223,0.23,0.7358885856477765,0.8110177865612648,PoLIE - KNN
224,0.24,0.7386418365708781,0.8149703557312253,PoLIE - KNN
225,0.25,0.7441242575052175,0.8275691699604744,PoLIE - KNN
226,0.26,0.7477685021672821,0.8322628458498024,PoLIE - KNN
227,0.27,0.7516615829186065,0.8406620553359684,PoLIE - KNN
228,0.28,0.7545994541659977,0.8483201581027668,PoLIE - KNN
229,0.29,0.758572804623535,0.8549901185770751,PoLIE - KNN
230,0.3,0.7615508107240327,0.8591897233201581,PoLIE - KNN
231,0.31,0.7657328624177235,0.8685770750988142,PoLIE - KNN
232,0.32,0.7689757585487237,0.8737648221343873,PoLIE - KNN
233,0.33,0.7723390592390432,0.8794466403162056,PoLIE - KNN
234,0.34,0.7751806068389789,0.8873517786561265,PoLIE - KNN
235,0.35000000000000003,0.7784877187349495,0.8945158102766798,PoLIE - KNN
236,0.36,0.7808396211269867,0.8967391304347826,PoLIE - KNN
237,0.37,0.7846604591427195,0.9046442687747036,PoLIE - KNN
238,0.38,0.7874137100658212,0.9093379446640316,PoLIE - KNN
239,0.39,0.7909054422860813,0.9172430830039525,PoLIE - KNN
240,0.4,0.7930887782950714,0.9219367588932806,PoLIE - KNN
241,0.41000000000000003,0.7966527532509231,0.9293478260869565,PoLIE - KNN
242,0.42,0.7985150104350618,0.9335474308300395,PoLIE - KNN
243,0.43,0.8021512281265051,0.9429347826086957,PoLIE - KNN
244,0.44,0.8048643441965002,0.9483695652173914,PoLIE - KNN
245,0.45,0.8077139187670573,0.9545454545454546,PoLIE - KNN
246,0.46,0.8100337132766094,0.9577569169960475,PoLIE - KNN
247,0.47000000000000003,0.8129876384652432,0.9659090909090909,PoLIE - KNN
248,0.48,0.8151067587092631,0.9698616600790514,PoLIE - KNN
249,0.49,0.8182453042221866,0.9760375494071146,PoLIE - KNN
250,0.5,0.8200353186707336,0.97850790513834,PoLIE - KNN
251,0.51,0.8218734949430085,0.9807312252964426,PoLIE - KNN
252,0.52,0.8227965965644566,0.9814723320158103,PoLIE - KNN
253,0.53,0.8234869160378873,0.9822134387351779,PoLIE - KNN
254,0.54,0.8240809118638626,0.9822134387351779,PoLIE - KNN
255,0.55,0.8246588537485953,0.9836956521739131,PoLIE - KNN
256,0.56,0.8250280943971745,0.9841897233201581,PoLIE - KNN
257,0.5700000000000001,0.8254214159576176,0.9854249011857708,PoLIE - KNN
258,0.58,0.8256863059881201,0.9856719367588933,PoLIE - KNN
259,0.59,0.8260234387542141,0.9876482213438735,PoLIE - KNN
260,0.6,0.8263926794027934,0.9886363636363636,PoLIE - KNN
261,0.61,0.8266816503451597,0.9893774703557312,PoLIE - KNN
262,0.62,0.826938513405041,0.9901185770750988,PoLIE - KNN
263,0.63,0.8271472146411945,0.9906126482213439,PoLIE - KNN
264,0.64,0.8273077540536201,0.991106719367589,PoLIE - KNN
265,0.65,0.8275565901428801,0.9923418972332015,PoLIE - KNN
266,0.66,0.8276448868197143,0.9933300395256917,PoLIE - KNN
267,0.67,0.8277412104671696,0.9940711462450593,PoLIE - KNN
268,0.68,0.8277733183496548,0.9943181818181818,PoLIE - KNN
269,0.6900000000000001,0.8278535880558677,0.9945652173913043,PoLIE - KNN
270,0.7000000000000001,0.827917803820838,0.9960474308300395,PoLIE - KNN
271,0.71,0.8279338577620806,0.9962944664031621,PoLIE - KNN
272,0.72,0.8279418847327019,0.9975296442687747,PoLIE - KNN
273,0.73,0.827973992615187,0.9982707509881423,PoLIE - KNN
274,0.74,0.827973992615187,0.9995059288537549,PoLIE - KNN
275,0.75,0.827973992615187,0.9997529644268774,PoLIE - KNN
276,0.76,0.8279820195858083,0.9997529644268774,PoLIE - KNN
277,0.77,0.8279820195858083,1.0,PoLIE - KNN
278,0.78,0.8279820195858083,1.0,PoLIE - KNN
279,0.79,0.8279820195858083,1.0,PoLIE - KNN
280,0.8,0.8279820195858083,1.0,PoLIE - KNN
281,0.81,0.8279820195858083,1.0,PoLIE - KNN
282,0.8200000000000001,0.8279820195858083,1.0,PoLIE - KNN
283,0.8300000000000001,0.8279820195858083,1.0,PoLIE - KNN
284,0.84,0.8279820195858083,1.0,PoLIE - KNN
285,0.85,0.8279820195858083,1.0,PoLIE - KNN
286,0.86,0.8279820195858083,1.0,PoLIE - KNN
287,0.87,0.8279820195858083,1.0,PoLIE - KNN
288,0.88,0.8279820195858083,1.0,PoLIE - KNN
289,0.89,0.8279820195858083,1.0,PoLIE - KNN
290,0.9,0.8279820195858083,1.0,PoLIE - KNN
291,0.91,0.8279820195858083,1.0,PoLIE - KNN
292,0.92,0.8279820195858083,1.0,PoLIE - KNN
293,0.93,0.8279820195858083,1.0,PoLIE - KNN
294,0.9400000000000001,0.8279820195858083,1.0,PoLIE - KNN
295,0.9500000000000001,0.8279820195858083,1.0,PoLIE - KNN
